false_positive_rate,true_positive_rate
0.008857142857142857,0.621
0.009142857142857144,0.621
0.009142857142857144,0.6255
0.009285714285714286,0.6255
0.009285714285714286,0.627
0.009857142857142858,0.627
0.009857142857142858,0.6275
0.01,0.6275
0.01,0.6305
0.010285714285714285,0.6305
0.010285714285714285,0.6315
0.010571428571428572,0.6315
0.010571428571428572,0.6325
0.010714285714285714,0.6325
0.010714285714285714,0.633
0.010857142857142857,0.633
0.010857142857142857,0.634
0.011,0.634
0.011,0.6355
0.011571428571428571,0.6355
0.011571428571428571,0.637
0.011857142857142858,0.637
0.011857142857142858,0.638
0.012,0.638
0.012,0.6385
0.012428571428571428,0.6385
0.012428571428571428,0.64
0.012571428571428572,0.64
0.012571428571428572,0.6405
0.012857142857142857,0.6405
0.012857142857142857,0.642
0.013,0.642
0.013,0.6425
0.013285714285714286,0.6425
0.013285714285714286,0.6435
0.013571428571428571,0.6435
0.013571428571428571,0.6445
0.013714285714285714,0.6445
0.013714285714285714,0.6455
0.013857142857142858,0.6455
0.013857142857142858,0.646
0.014,0.646
0.014,0.651
0.014142857142857143,0.651
0.014142857142857143,0.6515
0.014285714285714285,0.6515
0.014285714285714285,0.652
0.014714285714285714,0.652
0.014714285714285714,0.654
0.014857142857142857,0.654
0.014857142857142857,0.6545
0.015142857142857144,0.6545
0.015142857142857144,0.655
0.015285714285714286,0.655
0.015285714285714286,0.657
0.015714285714285715,0.657
0.015714285714285715,0.658
0.015857142857142858,0.658
0.015857142857142858,0.659
0.016428571428571428,0.659
0.016428571428571428,0.6595
0.01657142857142857,0.6595
0.01657142857142857,0.66
0.016714285714285713,0.66
0.016714285714285713,0.6605
0.01685714285714286,0.6605
0.01685714285714286,0.661
0.017285714285714286,0.661
0.017285714285714286,0.6615
0.01742857142857143,0.6615
0.01742857142857143,0.663
0.017857142857142856,0.663
0.017857142857142856,0.664
0.01814285714285714,0.664
0.01814285714285714,0.665
0.018571428571428572,0.665
0.018571428571428572,0.6655
0.018714285714285715,0.6655
0.018714285714285715,0.666
0.019,0.666
0.019,0.6665
